,bhk,locality,sqft,price_per_sqft,bath,Price_Lakhs,Build_year,Age
20188,2,Pashan,1100,8090,2.0,89.0,2022.0,1.0
20189,3,Baner,1200,12333,3.0,148.0,2021.0,0.0
20190,2,Baner,1100,9727,2.0,107.0,2021.0,0.0
20191,2,Balewadi,900,7390,2.0,66.51,2023.0,2.0
20192,2,Wakad,1200,5916,2.0,71.0,2015.0,-6.0
20199,2,Tathawade,950,4894,2.0,46.5,2023.0,2.0
20200,3,Ravet,950,6842,3.0,65.0,2024.0,3.0
20201,2,Ravet,700,6357,2.0,44.5,2024.0,3.0
20202,1,Undri,675,3259,1.0,22.0,2016.0,-5.0
20203,3,Baner,1400,8214,3.0,114.99999999999999,2023.0,2.0
20204,1,NIBM Annex Mohammadwadi,700,4142,1.0,29.0,2020.0,-1.0
20205,1,Undri,580,4310,1.0,25.0,2016.0,-5.0
20207,3,Baner,1800,7888,3.0,142.0,2021.0,0.0
20209,2,Mahalunge,1100,5750,2.0,63.25,2020.0,-1.0
20210,2,Mahalunge,945,5749,2.0,54.33,2020.0,-1.0
20213,1,Ravet,642,5793,1.0,37.19,2021.0,0.0
20214,1,Chakan,540,3037,1.0,16.4,2018.0,-3.0
20215,3,Wakad,1475,5966,3.0,88.0,2017.0,-4.0
20216,2,Wagholi,968,3686,2.0,35.69,2018.0,-3.0
20218,3,Mahalunge,1112,9082,,101.0,2022.0,1.0
20222,1,Tathawade,306,12568,,38.45,2023.0,2.0
20227,2,Kharadi,647,8416,,54.45,2022.0,1.0
20229,2,Tathawade,525,11724,,61.55,2023.0,2.0
20234,3,Kharadi,980,8219,,80.55,2022.0,1.0
20237,2,Tathawade,478,11715,,55.99,2023.0,2.0
20297,3,Sopan Baug,1885,8753,3.0,165.0,2014.0,-7.0
20300,3,Wakad,1500,9133,3.0,137.0,2011.0,-10.0
20301,2,Wakad,875,6857,2.0,60.0,2014.0,-7.0
20303,2,Wakad,875,6742,2.0,59.0,2014.0,-7.0
20304,2,Tathawade,724,7458,2.0,54.0,2024.0,3.0
20308,2,Ravet,1070,5140,2.0,55.0,2022.0,1.0
20309,2,Wadgaon Sheri,750,5733,1.0,43.0,2014.0,-7.0
20310,4,Baner,2323,9126,3.0,212.0,2024.0,3.0
20311,2,Kharadi,1500,5466,2.0,82.0,2013.0,-8.0
20312,2,Ravet,1050,5142,2.0,54.0,2022.0,1.0
20313,3,Baner,1584,9532,3.0,151.0,2024.0,3.0
20314,2,Salisbury Park,1300,11538,2.0,150.0,2010.0,-11.0
20320,2,Tathawade,900,7666,2.0,69.0,2025.0,4.0
20321,3,Wakad,1404,6766,3.0,95.0,2021.0,0.0
20322,2,Wagholi,908,5506,2.0,50.0,2017.0,-4.0
20323,3,Bavdhan,1667,7078,3.0,118.0,2023.0,2.0
20324,2,Fursungi,859,4656,2.0,40.0,2007.0,-14.0
20325,1,Dighi,400,4500,1.0,18.0,2020.0,-1.0
20328,3,Baner,1481,9453,3.0,140.0,2013.0,-8.0
20329,1,Mahalunge,690,5797,1.0,40.0,2024.0,3.0
20343,2,Vadgaon Budruk,761,7621,2.0,58.0,2018.0,-3.0
20344,2,Viman Nagar,1337,8861,,118.0,2026.0,5.0
20345,2,Viman Nagar,1238,8907,,110.00000000000001,2026.0,5.0
20346,2,Viman Nagar,1258,8897,,111.00000000000001,2026.0,5.0
20347,3,Viman Nagar,1762,8722,,153.0,2026.0,5.0
20348,3,Viman Nagar,1594,8768,,139.0,2026.0,5.0
20349,4,Viman Nagar,1965,8962,,176.0,2026.0,5.0
20351,2,Mahalunge,769,7282,2.0,56.0,2024.0,3.0
20360,2,Tathawade,945,5502,2.0,52.0,2023.0,2.0
20363,3,Kharadi,1500,7333,3.0,110.00000000000001,2010.0,-11.0
20364,2,Pashan,1150,6608,2.0,76.0,2014.0,-7.0
20365,2,Kharadi,1100,6181,2.0,68.0,2016.0,-5.0
20366,1,Tathawade,600,5166,1.0,31.0,2024.0,3.0
20367,2,Kharadi,1100,6818,2.0,75.0,2007.0,-14.0
20368,1,Wadgaon Sheri,690,9130,1.0,63.0,2009.0,-12.0
20369,2,Tathawade,940,5638,2.0,53.0,2024.0,3.0
20372,3,Hinjewadi,1715,7288,3.0,125.0,2016.0,-5.0
20373,2,Hinjewadi,1197,6516,2.0,78.0,2016.0,-5.0
20374,2,Mundhwa,872,6307,2.0,55.0,2020.0,-1.0
20376,2,Balewadi,987,7092,2.0,70.0,1899.0,-122.0
20378,2,Wakad,1010,5299,2.0,53.52,2002.0,-19.0
20380,5,Viman Nagar,4216,10649,5.0,449.0,2015.0,-6.0
20381,3,Wagholi,1550,4193,1.0,65.0,2018.0,-3.0
20382,2,Wagholi,1120,4464,2.0,50.0,2018.0,-3.0
20383,2,Wagholi,1000,4200,2.0,42.0,2015.0,-6.0
20384,3,Wagholi,1660,5963,1.0,99.0,2016.0,-5.0
20385,2,Wagholi,815,4539,2.0,37.0,2018.0,-3.0
20386,2,Wagholi,835,5988,2.0,50.0,2018.0,-3.0
20387,3,Wagholi,1717,4892,1.0,84.0,2018.0,-3.0
20388,2,Wagholi,800,3875,2.0,31.0,2018.0,-3.0
20389,2,Wagholi,935,5026,2.0,47.0,2018.0,-3.0
20390,2,Wagholi,780,5769,1.0,45.0,2017.0,-4.0
20391,2,Wagholi,790,5063,2.0,40.0,2018.0,-3.0
20392,2,Wagholi,764,4581,2.0,35.0,2018.0,-3.0
20393,2,Wagholi,900,4666,1.0,42.0,2015.0,-6.0
20394,2,Wagholi,790,5316,2.0,42.0,2018.0,-3.0
20395,1,Bibwewadi,700,4285,1.0,30.0,2015.0,-6.0
20396,2,Wagholi,885,4519,2.0,40.0,2016.0,-5.0
20397,2,Wagholi,1200,5833,2.0,70.0,2018.0,-3.0
20399,2,Wagholi,800,4375,2.0,35.0,2018.0,-3.0
20407,4,Bibwewadi,1433,25862,,370.0,2021.0,0.0
20408,4,Bibwewadi,1924,23388,,450.0,2021.0,0.0
20409,4,Bibwewadi,1448,25862,,374.0,2021.0,0.0
20410,4,Bibwewadi,1578,25862,,408.0,2021.0,0.0
20411,3,Wadgaon Sheri,924,13109,,120.0,2028.0,7.0
20412,3,Wadgaon Sheri,1048,13103,,137.0,2028.0,7.0
20413,2,Wadgaon Sheri,652,13375,,87.2,2028.0,7.0
20414,2,Wadgaon Sheri,733,13372,,98.01,2028.0,7.0
20415,2,Wadgaon Sheri,659,13375,,88.14,2028.0,7.0
20416,2,Wadgaon Sheri,655,13387,,87.55,2028.0,7.0
20417,2,Wakad,619,10679,,65.99,2023.0,2.0
20418,2,Wakad,570,9841,,55.99,2023.0,2.0
20419,3,Wakad,772,10373,,79.97,2023.0,2.0
20420,2,Wagholi,882,5782,2.0,51.0,2018.0,-3.0
20421,2,Wagholi,983,4577,2.0,45.0,2016.0,-5.0
20422,2,Wagholi,950,3473,2.0,33.0,2015.0,-6.0
20423,2,Wagholi,990,5050,2.0,50.0,2018.0,-3.0
20424,2,Wagholi,911,4281,2.0,39.0,2016.0,-5.0
20425,2,Wagholi,920,3586,2.0,33.0,2019.0,-2.0
20426,2,Wakad,1498,7898,2.0,118.0,2019.0,-2.0
20427,3,Bavdhan,1420,9507,3.0,135.0,2023.0,2.0
20428,2,Tathawade,890,4664,2.0,41.51,2019.0,-2.0
20429,2,Bavdhan,1057,7852,2.0,83.0,2023.0,2.0
20430,3,Bavdhan,1713,7880,3.0,135.0,2023.0,2.0
20432,1,Sus,720,5694,1.0,41.0,2026.0,5.0
20433,2,Bavdhan,1117,7878,2.0,88.0,2023.0,2.0
20434,3,Thergaon,1409,7310,3.0,103.0,2023.0,2.0
20435,3,Sus,1200,5833,3.0,70.0,2026.0,5.0
20436,2,Thergaon,930,6774,2.0,63.0,2023.0,2.0
20437,2,Wadgaon Sheri,1080,8148,2.0,88.0,2029.0,8.0
20438,3,Wagholi,1892,4500,3.0,85.14,2018.0,-3.0
20439,3,Wagholi,1561,4484,2.0,70.0,2018.0,-3.0
20460,3,Mahalunge,1080,6666,2.0,72.0,2022.0,1.0
20461,2,Mahalunge,823,6318,2.0,52.0,2022.0,1.0
20462,1,Mahalunge,573,6457,1.0,37.0,2022.0,1.0
20463,3,Mahalunge,1184,6494,2.0,76.9,2024.0,3.0
20464,2,Mahalunge,933,6409,2.0,59.8,2024.0,3.0
20466,2,Kharadi,980,6632,2.0,65.0,2025.0,4.0
20467,2,Mundhwa,950,6842,2.0,65.0,2023.0,2.0
20468,3,Kharadi,2400,9583,4.0,229.99999999999997,2018.0,-3.0
20469,3,Kharadi,2400,10000,4.0,240.0,2018.0,-3.0
20470,3,Kharadi,2430,6378,4.0,155.0,2015.0,-6.0
20471,3,Kharadi,1563,7997,3.0,125.0,2021.0,0.0
20472,3,Wagholi,1650,5272,1.0,87.0,2015.0,-6.0
20473,2,Kharadi,852,9976,2.0,85.0,2021.0,0.0
20474,3,Wagholi,1317,4935,3.0,65.0,2015.0,-6.0
20475,2,Kharadi,1455,7216,2.0,105.0,2015.0,-6.0
20477,3,Wagholi,1666,4351,3.0,72.5,2015.0,-6.0
20478,3,Kharadi,1300,9615,3.0,125.0,2021.0,0.0
20482,4,Kharadi,2500,7000,4.0,175.0,2013.0,-8.0
20483,1,Anand Nagar,453,6622,1.0,30.0,2003.0,-18.0
20484,3,Kondhwa,1240,5241,3.0,65.0,2008.0,-13.0
20485,3,Kondhwa,1240,5322,3.0,66.0,2008.0,-13.0
20486,2,Trishul Sahakari Housing Society,1315,6159,2.0,81.0,2019.0,-2.0
20490,2,Wagholi,823,3888,2.0,32.0,2015.0,-6.0
20492,2,Baner,911,7903,2.0,72.0,2020.0,-1.0
20493,2,Mahalunge,900,6111,2.0,55.0,2023.0,2.0
20494,1,Tingre Nagar,750,4800,1.0,36.0,2011.0,-10.0
20495,1,Wagholi,558,4659,1.0,26.0,2016.0,-5.0
20496,2,Wagholi,800,5937,2.0,47.5,2016.0,-5.0
20498,1,Wagholi,585,5299,1.0,31.0,2017.0,-4.0
20499,1,Wagholi,610,4754,1.0,29.0,2017.0,-4.0
20501,2,Bibwewadi,1060,5943,2.0,63.0,2018.0,-3.0
20540,2,Dhayari,790,4826,2.0,38.12,2023.0,2.0
20541,2,Wakad,1150,6956,2.0,80.0,2017.0,-4.0
20542,2,Tathawade,931,3114,2.0,29.0,2022.0,1.0
20544,2,Wadgaon Sheri,960,7291,2.0,70.0,2014.0,-7.0
20546,2,Tathawade,931,4833,2.0,45.0,2024.0,3.0
20551,2,Hinjewadi,820,7487,2.0,61.4,2022.0,1.0
20553,2,Wagholi,1104,3623,3.0,40.0,2020.0,-1.0
20554,2,Moshi,1350,4444,2.0,60.0,2024.0,3.0
20556,2,Wakad,925,5383,2.0,49.8,2015.0,-6.0
20558,2,Wakad,995,4874,2.0,48.5,2017.0,-4.0
20559,2,Wakad,990,4555,2.0,45.1,2016.0,-5.0
20560,2,Wagholi,1140,4298,2.0,49.0,2015.0,-6.0
20563,1,Kharadi,600,7500,1.0,45.0,2021.0,0.0
20565,3,Ravet,1304,5674,3.0,74.0,2023.0,2.0
20566,2,Ravet,919,5875,2.0,54.0,2023.0,2.0
20568,2,Kalyani Nagar,1400,8214,2.0,114.99999999999999,2011.0,-10.0
20570,2,Wagholi,1140,4298,2.0,49.0,2016.0,-5.0
20571,2,Baner Road,1180,7627,2.0,90.0,2021.0,0.0
20572,2,Wagholi,1400,4357,2.0,61.0,2015.0,-6.0
20573,3,Kharadi,2285,10065,4.0,229.99999999999997,2003.0,-18.0
20574,3,Wagholi,1600,4343,3.0,69.5,2015.0,-6.0
20575,2,Kharadi,1073,6337,2.0,68.0,2016.0,-5.0
20576,2,Wakad,1200,8750,2.0,105.0,2016.0,-5.0
20577,3,Pimple Saudagar,1280,6640,3.0,85.0,2021.0,0.0
20578,3,Kharadi,2200,10227,3.0,225.0,2019.0,-2.0
20579,3,TC Colony,1310,7251,3.0,95.0,2019.0,-2.0
20580,2,Hadapsar,1240,7500,2.0,93.0,2010.0,-11.0
20582,2,Tathawade,986,5375,2.0,53.0,2023.0,2.0
20586,2,Wakad,950,7263,2.0,69.0,2023.0,2.0
20587,2,Pimple Nilakh,1050,9523,2.0,100.0,2025.0,4.0
20588,4,Range Hill Estate,3483,15222,4.0,530.0,2019.0,-2.0
20592,2,Kharadi,1145,6812,2.0,78.0,2015.0,-6.0
20595,2,Wagholi,935,4278,2.0,40.0,2017.0,-4.0
20596,3,Wagholi,1285,4747,3.0,61.0,2017.0,-4.0
20597,3,Wagholi,1160,4784,3.0,55.5,2017.0,-4.0
20598,3,Manjari,1075,7432,3.0,79.9,2024.0,3.0
20599,1,Yerawada,650,5384,1.0,35.0,2004.0,-17.0
20600,2,Tathawade,1010,5600,,56.56,2018.0,-3.0
20601,2,Thergaon,1400,4857,2.0,68.0,2015.0,-6.0
20609,2,Dhayari,737,4853,2.0,35.76,2023.0,2.0
20610,2,Dhayari,684,4884,2.0,33.4,2023.0,2.0
20612,2,Dhayari,675,4890,2.0,33.0,2023.0,2.0
20613,2,Hinjewadi,1040,6057,2.0,63.0,2027.0,6.0
20614,2,Hadapsar,930,9139,2.0,85.0,2004.0,-17.0
20618,2,Kharadi,1355,8708,2.0,118.0,2018.0,-3.0
20619,1,Tathawade,262,12595,,32.99,2023.0,2.0
20620,3,Undri,1500,4333,3.0,65.0,2012.0,-9.0
20622,2,Mamurdi,850,6470,2.0,55.0,2024.0,3.0
20623,2,Wakad,980,5714,2.0,56.0,2023.0,2.0
20625,3,Mamurdi,880,7727,3.0,68.0,2024.0,3.0
20627,2,Mamurdi,750,6133,2.0,46.0,2024.0,3.0
20628,1,Chikhali,632,5379,1.0,34.0,2019.0,-2.0
20629,2,Tathawade,599,11807,,70.72,2020.0,-1.0
20630,3,Tathawade,845,10887,,91.99,2020.0,-1.0
20631,2,Tathawade,635,11338,,71.99,2020.0,-1.0
20632,2,Kondhwa,778,7967,,61.98,2017.0,-4.0
20633,2,Kondhwa,779,7971,,62.1,2017.0,-4.0
20634,1,Kondhwa,476,8068,,38.4,2017.0,-4.0
20644,1,Talegaon Dhamdhere,410,3292,1.0,13.5,2016.0,-5.0
20646,1,Dapodi,650,5384,1.0,35.0,2021.0,0.0
20647,1,Guruwar Peth,610,6151,2.0,37.52,2006.0,-15.0
20649,2,Hadapsar,1000,6500,2.0,65.0,2016.0,-5.0
20650,3,Hadapsar,1070,7943,2.0,85.0,2016.0,-5.0
20651,3,Thergaon,1450,6580,3.0,95.41,2025.0,4.0
20652,1,Undri,511,3522,1.0,18.0,2013.0,-8.0
20653,1,Ravet,610,4918,1.0,30.0,2020.0,-1.0
20654,2,Tathawade,920,4903,2.0,45.11,2022.0,1.0
20655,1,Undri,659,3945,1.0,26.0,2018.0,-3.0
20658,2,Wagholi,793,4665,2.0,37.0,2017.0,-4.0
20659,2,Wagholi,800,4375,2.0,35.0,2017.0,-4.0
20680,4,Hadapsar,1700,8529,3.0,145.0,2017.0,-4.0
20682,3,Hadapsar,1575,4126,3.0,65.0,2016.0,-5.0
20685,2,Baner Road,810,6790,2.0,55.0,2020.0,-1.0
20687,1,Rahatani Link Road,438,5022,1.0,22.0,2021.0,0.0
20688,1,Chinchwad,680,5147,1.0,35.0,2001.0,-20.0
20690,2,Kharadi,1193,6454,2.0,77.0,2011.0,-10.0
20692,3,Mamurdi,880,7045,3.0,62.0,2024.0,3.0
20693,2,Mamurdi,710,6478,2.0,46.0,2024.0,3.0
20694,3,Mamurdi,1250,7280,3.0,91.0,2024.0,3.0
20695,3,Manjari,1365,4249,3.0,58.0,2020.0,-1.0
20696,3,Hadapsar,1800,6111,3.0,110.00000000000001,2019.0,-2.0
20697,2,Hadapsar,1228,8143,2.0,100.0,2017.0,-4.0
20717,2,Dhayari,631,8195,,51.63,2023.0,2.0
20718,2,Dhayari,629,6284,,39.52,2023.0,2.0
20720,2,Dhanori,1100,4636,2.0,51.0,2024.0,3.0
20721,3,Dhanori,1250,5120,3.0,64.0,2024.0,3.0
20722,3,Dhanori,1250,4960,3.0,62.0,2024.0,3.0
20723,2,Dhanori,1000,4950,2.0,49.5,2024.0,3.0
20725,2,Kharadi,1168,7448,2.0,87.0,2015.0,-6.0
20726,2,Dhanori,1050,4742,2.0,49.8,2024.0,3.0
20728,2,Dhanori,1000,4990,2.0,49.9,2024.0,3.0
20729,3,Dhanori,1250,5000,3.0,62.5,2024.0,3.0
20730,2,Dhanori,1000,5350,2.0,53.5,2023.0,2.0
20731,2,Dhanori,1000,5300,2.0,53.0,2023.0,2.0
20732,2,Dhanori,1050,4723,2.0,49.6,2024.0,3.0
20735,2,Charholi Budruk,1000,4950,2.0,49.5,2024.0,3.0
20736,2,Dhanori,1050,4757,2.0,49.95,2024.0,3.0
20737,2,Dhanori,1000,5400,2.0,54.0,2023.0,2.0
20738,1,Dhanori,650,4461,1.0,29.0,2024.0,3.0
20739,2,Dhanori,1050,4733,2.0,49.7,2024.0,3.0
20741,3,Hadapsar,1835,7356,3.0,135.0,2017.0,-4.0
20742,2,Thergaon,1028,5642,2.0,58.0,2021.0,0.0
20743,2,Handewadi,610,5901,2.0,36.0,2020.0,-1.0
20744,3,Hadapsar,1675,7164,3.0,120.0,2019.0,-2.0
20745,3,Balewadi,1275,7800,3.0,99.45,2022.0,1.0
20746,4,Kharadi,2890,5259,4.0,152.0,2015.0,-6.0
20747,4,Kharadi,2941,5270,4.0,155.0,2014.0,-7.0
20748,3,Wagholi,1609,5593,3.0,90.0,2015.0,-6.0
20749,2,Rahatani,800,6000,2.0,48.0,2012.0,-9.0
20750,2,Tathawade,995,6733,2.0,67.0,2014.0,-7.0
20751,1,Ravet,331,8821,,29.1,2025.0,4.0
20753,2,Ravet,473,9006,,42.5,2025.0,4.0
20754,2,Tathawade,1195,5774,2.0,69.0,2018.0,-3.0
20757,2,Tathawade,1000,5200,2.0,52.0,2022.0,1.0
20758,2,Tathawade,950,6315,2.0,60.0,2022.0,1.0
20759,2,Ravet,950,6000,2.0,57.0,2017.0,-4.0
20760,2,Wakad,1045,6124,2.0,64.0,2023.0,2.0
20762,2,Thergaon,955,6805,2.0,64.99,2015.0,-6.0
20771,1,Kondhwa,566,5300,2.0,30.0,2015.0,-6.0
20772,2,Tathawade,1060,6179,2.0,65.5,2022.0,1.0
20776,2,Tathawade,1020,6078,2.0,62.0,2024.0,3.0
20777,2,Wagholi,920,4891,2.0,45.0,2014.0,-7.0
20778,3,Hadapsar,2570,7976,3.0,204.99999999999997,2017.0,-4.0
20779,3,Kondhwa,1350,6074,2.0,82.0,2018.0,-3.0
20780,2,Tathawade,918,5446,2.0,50.0,2022.0,1.0
20781,2,Tathawade,810,5308,2.0,43.0,2022.0,1.0
20782,2,Ambegaon Budruk,984,5741,2.0,56.5,2016.0,-5.0
20784,2,Sus,931,4511,2.0,42.0,2023.0,2.0
20785,2,Sus,1431,4682,2.0,67.0,2021.0,0.0
20787,2,Moshi,960,4166,2.0,39.99,2017.0,-4.0
20788,2,Manjari,900,6222,2.0,56.0,2019.0,-2.0
20789,3,Manjari,1560,4166,3.0,65.0,2019.0,-2.0
20790,2,Hadapsar,884,7692,2.0,68.0,2017.0,-4.0
20791,3,Kharadi,1800,4722,3.0,85.0,2007.0,-14.0
20792,1,Manjari,615,5853,1.0,36.0,2018.0,-3.0
20793,2,Hadapsar,1089,11478,2.0,125.0,2019.0,-2.0
20794,2,Hadapsar,1070,8598,2.0,92.0,2021.0,0.0
20796,3,NIBM Annex Mohammadwadi,1560,6730,3.0,105.0,2021.0,0.0
20797,2,Undri,1035,4444,2.0,46.0,2023.0,2.0
20799,2,Hadapsar,1217,8627,2.0,105.0,2012.0,-9.0
20800,2,Wagholi,910,4945,2.0,45.0,2018.0,-3.0
20801,4,Kharadi,2940,6190,4.0,182.0,2014.0,-7.0
20803,4,Kharadi,2800,6428,4.0,180.0,2015.0,-6.0
20805,2,Mahalunge,1000,6500,2.0,65.0,2022.0,1.0
20807,2,Wakad,950,6105,2.0,58.0,2016.0,-5.0
20808,1,Wakad,700,6428,2.0,45.0,2016.0,-5.0
20809,2,Thergaon,900,5555,2.0,50.0,2011.0,-10.0
20812,2,Wakad,950,6315,2.0,60.0,2021.0,0.0
20813,2,Wakad,1000,6500,2.0,65.0,2027.0,6.0
20814,2,Wakad,950,6842,2.0,65.0,2023.0,2.0
20815,3,Thergaon,1200,7083,2.0,85.0,2017.0,-4.0
20816,2,Sus,950,5736,2.0,54.5,2022.0,1.0
20817,2,Thergaon,1100,6545,2.0,72.0,2017.0,-4.0
20818,2,Thergaon,750,7333,1.0,55.0,2015.0,-6.0
20819,2,Thergaon,965,6217,2.0,60.0,2021.0,0.0
20826,2,Tathawade,1062,5932,2.0,63.0,2022.0,1.0
20827,2,Hinjewadi,888,7657,2.0,68.0,2022.0,1.0
20829,2,Tathawade,923,6500,2.0,60.0,2023.0,2.0
20830,2,Mahalunge,976,6352,2.0,62.0,2023.0,2.0
20831,2,Mahalunge,900,6666,2.0,60.0,2023.0,2.0
20832,2,Hinjewadi,950,5789,2.0,55.0,2023.0,2.0
20833,2,Hinjewadi,945,5820,2.0,55.0,2023.0,2.0
20834,3,Wakad,1197,6015,3.0,72.0,2023.0,2.0
20836,4,Kharadi,2740,7846,5.0,215.0,2018.0,-3.0
20837,3,Kharadi,2300,7826,5.0,180.0,2019.0,-2.0
20838,4,Kharadi,2855,6304,4.0,180.0,2014.0,-7.0
20839,2,Wagholi,1118,5831,2.0,65.2,2027.0,6.0
20840,2,Warje,1200,7916,2.0,95.0,2011.0,-10.0
20842,2,Mamurdi,680,6155,,41.85,2022.0,1.0
20843,2,Kharadi,639,10500,,67.09,2023.0,2.0
20844,3,Mamurdi,1028,6159,,63.32,2022.0,1.0
20845,2,Mamurdi,685,6164,,42.22,2022.0,1.0
20846,2,NIBM Annex Mohammadwadi,489,9836,,48.09,2023.0,2.0
20847,2,NIBM Annex Mohammadwadi,571,9005,,51.42,2023.0,2.0
20848,2,NIBM Annex Mohammadwadi,529,9101,,48.14,2023.0,2.0
20849,2,Dhayari,633,9072,,57.43,2022.0,1.0
20850,2,Wagholi,895,4469,2.0,40.0,2016.0,-5.0
20851,4,Magarpatta,1550,7741,4.0,120.0,2019.0,-2.0
20852,2,Wagholi,911,4610,2.0,42.0,2018.0,-3.0
20853,3,Hadapsar,1385,6137,2.0,85.0,2021.0,0.0
20854,2,Hadapsar,860,5232,2.0,45.0,2020.0,-1.0
20855,2,Hadapsar,755,5960,2.0,45.0,2021.0,0.0
20856,3,Hadapsar,1356,4646,3.0,63.0,2021.0,0.0
20857,2,Hadapsar,761,8541,2.0,65.0,2016.0,-5.0
20858,1,Hadapsar,520,5192,1.0,27.0,2007.0,-14.0
20859,1,Dhayari Village,356,3932,1.0,14.0,2018.0,-3.0
20860,3,Koregaon Park,2000,11750,3.0,235.0,2021.0,0.0
20861,3,Koregaon Park,2050,11268,3.0,231.0,2021.0,0.0
20862,3,Koregaon Park,1800,12500,3.0,225.0,2005.0,-16.0
20864,3,Koregaon Park,1700,9411,3.0,160.0,2021.0,0.0
20865,1,Pimple Saudagar,575,8347,1.0,48.0,2018.0,-3.0
20866,3,Koregaon Park,1600,10000,3.0,160.0,2016.0,-5.0
20868,3,Koregaon Park,1615,8359,2.0,135.0,2021.0,0.0
20869,2,Koregaon Park,1250,9280,2.0,115.99999999999999,2021.0,0.0
20870,2,Koregaon Park,1170,9829,2.0,114.99999999999999,2017.0,-4.0
20871,1,Dhayari,585,6666,1.0,39.0,2016.0,-5.0
20872,2,Hadapsar,1150,8521,2.0,98.0,2015.0,-6.0
20873,1,Manjari,482,8298,1.0,40.0,2024.0,3.0
20874,2,Manjari,1000,6500,2.0,65.0,2024.0,3.0
20875,2,Hinjewadi,946,8139,2.0,77.0,2016.0,-5.0
20876,3,Kondhwa,1476,5284,3.0,78.0,2017.0,-4.0
20877,2,Kothrud,900,8333,2.0,75.0,2013.0,-8.0
20878,4,Kharadi,4088,8341,4.0,341.0,2016.0,-5.0
20880,2,Ravet,950,7263,2.0,69.0,2022.0,1.0
20881,3,Tathawade,1245,4992,3.0,62.16,2023.0,2.0
20882,3,Mamurdi,1583,5685,3.0,90.0,2023.0,2.0
20883,3,Dhayari,1353,6282,3.0,85.0,2016.0,-5.0
20884,2,Mamurdi,1191,5709,2.0,68.0,2023.0,2.0
20885,1,Ambegaon Budruk,577,4679,2.0,27.0,2021.0,0.0
20886,1,Ambegaon Budruk,636,4638,2.0,29.5,2021.0,0.0
20887,2,Ambegaon Budruk,963,4465,2.0,43.0,2021.0,0.0
20888,1,Ambegaon Budruk,599,4674,2.0,28.0,2021.0,0.0
20889,2,Mundhwa,631,10142,,63.99,2023.0,2.0
20890,1,Katraj Ambegaon BK Road,585,4615,2.0,27.0,2021.0,0.0
20891,2,Mundhwa,621,10152,,62.94,2023.0,2.0
20892,2,Balewadi,689,12879,,88.73,2023.0,2.0
20894,2,Mundhwa,543,10497,,56.99,2023.0,2.0
20895,2,Balewadi,672,12465,,83.76,2023.0,2.0
20896,2,Mundhwa,628,10135,,63.65,2023.0,2.0
20898,2,Balewadi,685,12400,,84.94,2023.0,2.0
20899,2,Mundhwa,625,10135,,63.34,2023.0,2.0
20900,3,Balewadi,1501,8461,3.0,127.0,2024.0,3.0
20901,2,Wadgaon Sheri,823,7892,2.0,64.95,2023.0,2.0
20902,2,Baner,1100,8363,2.0,92.0,2021.0,0.0
20903,3,Kharadi,900,8444,3.0,76.0,2008.0,-13.0
20905,3,Mundhwa,1353,5691,3.0,77.0,2023.0,2.0
20906,2,Dhayari,925,6486,2.0,60.0,2016.0,-5.0
20907,1,Hinjewadi,640,7500,1.0,48.0,2018.0,-3.0
20908,3,Mundhwa,1414,5704,3.0,80.66,2023.0,2.0
20909,2,NIBM Annex Mohammadwadi,1100,5909,2.0,65.0,2012.0,-9.0
20911,2,Kharadi,1600,9687,3.0,155.0,2021.0,0.0
20913,1,Mundhwa,616,7305,1.0,45.0,2017.0,-4.0
20914,1,Kharadi,850,7058,2.0,60.0,2011.0,-10.0
20915,2,Mundhwa,1207,4785,2.0,57.76,2023.0,2.0
20917,1,Dhayari,550,7454,1.0,41.0,2016.0,-5.0
20918,2,Mundhwa,1108,4410,2.0,48.87,2023.0,2.0
20919,4,Kharadi,4900,4897,4.0,240.0,2015.0,-6.0
20920,1,Dhayari,550,7272,1.0,40.0,2016.0,-5.0
20921,1,Kharadi,550,7818,1.0,43.0,2013.0,-8.0
20922,1,Kondhwa,675,5629,2.0,38.0,2014.0,-7.0
20923,2,Kondhwa,675,5629,2.0,38.0,2011.0,-10.0
20924,1,Rahatani,545,6788,1.0,37.0,2014.0,-7.0
20925,2,Tingre Nagar,1050,6666,2.0,70.0,2012.0,-9.0
20928,1,Pimple Gurav,534,6928,1.0,37.0,2010.0,-11.0
20929,2,Pimple Gurav,1080,7777,2.0,84.0,2016.0,-5.0
20931,1,Rahatani,700,7857,2.0,55.0,2018.0,-3.0
20934,2,Wagholi,850,4941,2.0,42.0,2016.0,-5.0
20936,2,Hinjewadi,672,8630,,58.0,2023.0,2.0
20937,2,Hinjewadi,758,9102,,69.0,2023.0,2.0
20938,2,Hinjewadi,694,8933,,62.0,2023.0,2.0
20939,1,Hinjewadi,514,8365,,43.0,2023.0,2.0
20942,2,Wagholi,900,4222,2.0,38.0,2016.0,-5.0
20943,2,Wagholi,980,5102,1.0,50.0,2017.0,-4.0
20945,2,Wagholi,918,4793,2.0,44.0,2016.0,-5.0
20946,2,Wagholi,800,4500,2.0,36.0,2018.0,-3.0
20947,2,Bavdhan,890,5280,2.0,47.0,2025.0,4.0
20948,2,Wagholi,1020,4215,2.0,43.0,2015.0,-6.0
20949,2,Wagholi,1150,4782,2.0,55.0,2015.0,-6.0
