,bhk,locality,sqft,price_per_sqft,bath,Price_Lakhs,Build_year,Age
4207,3,Kalyani Nagar,1540,8766,3.0,135.0,2007.0,-14.0
4208,2,Kalyani Nagar,1400,9642,2.0,135.0,2013.0,-8.0
4209,3,Kalyani Nagar,1750,7142,2.0,125.0,2019.0,-2.0
4210,1,Kalyani Nagar,1000,12500,2.0,125.0,2013.0,-8.0
4211,3,Kalyani Nagar,1650,7454,3.0,123.0,2021.0,0.0
4212,2,Kalyani Nagar,1150,10608,2.0,122.0,2021.0,0.0
4213,2,Kalyani Nagar,1100,10909,2.0,120.0,2021.0,0.0
4214,3,Kalyani Nagar,1450,8275,3.0,120.0,2021.0,0.0
4215,3,Kalyani Nagar,1650,7151,3.0,118.0,2019.0,-2.0
4216,2,Tathawade,1000,4700,2.0,47.0,2027.0,6.0
4217,2,Dhanakwadi,1120,4642,1.0,52.0,2001.0,-20.0
4218,2,Dhanori,1066,5906,2.0,62.96,2025.0,4.0
4219,3,Kalyani Nagar,1605,10467,3.0,168.0,2021.0,0.0
4220,2,Kondhwa,780,6153,2.0,48.0,2002.0,-19.0
4221,1,Wagholi,780,4000,,31.2,2017.0,-4.0
4222,2,Kharadi,633,12345,,78.14,2022.0,1.0
4223,2,Undri,506,7160,,36.23,2020.0,-1.0
4225,2,Wagholi,1225,4000,,49.0,2017.0,-4.0
4226,3,Kharadi,935,14331,,133.0,2022.0,1.0
4227,2,Bavdhan,1070,6200,,66.34,1899.0,-122.0
4228,2,Undri,520,7152,,37.19,2020.0,-1.0
4229,1,Gahunje,322,9257,,29.8,2022.0,1.0
4230,3,Kharadi,930,11938,,111.00000000000001,2022.0,1.0
4232,2,Tathawade,640,6683,,42.77,2020.0,-1.0
4233,3,Undri,619,7366,,45.59,2020.0,-1.0
4234,1,Gahunje,314,9267,,29.1,2022.0,1.0
4235,3,Kharadi,931,11940,,111.00000000000001,2022.0,1.0
4236,2,Tathawade,528,6677,,35.25,2020.0,-1.0
4237,1,Gahunje,293,9281,,27.19,2022.0,1.0
4238,2,Undri,515,7160,,36.87,2020.0,-1.0
4239,4,Sus,2790,6500,,181.0,2016.0,-5.0
4240,2,Tathawade,484,6677,,32.32,2020.0,-1.0
4242,3,Undri,577,7376,,42.56,2020.0,-1.0
4243,2,Hinjewadi,514,9293,,47.76,2020.0,-1.0
4244,1,Gahunje,304,9264,,28.16,2022.0,1.0
4245,1,Tathawade,361,6675,,24.09,2020.0,-1.0
4246,3,Sus,1827,6700,3.0,122.0,2016.0,-5.0
4247,2,Undri,547,7160,,39.16,2020.0,-1.0
4249,2,Hinjewadi,513,9288,,47.64,2020.0,-1.0
4250,1,Tathawade,359,6682,,23.99,2020.0,-1.0
4252,3,Sus,2922,6700,,195.0,2016.0,-5.0
4253,2,Tathawade,544,6685,,36.37,2020.0,-1.0
4254,2,Gahunje,469,8831,,41.41,2022.0,1.0
4255,2,Hinjewadi,509,9282,,47.24,2020.0,-1.0
4256,3,Sus,2264,6700,,151.0,2016.0,-5.0
4257,2,Tathawade,482,6684,,32.22,2020.0,-1.0
4258,1,Gahunje,345,9265,,31.96,2022.0,1.0
4259,4,Sus,4000,6700,,268.0,2016.0,-5.0
4260,1,Dhanori,616,6176,1.0,38.04,2025.0,4.0
4261,2,Wakad,1020,5098,2.0,52.0,2008.0,-13.0
4262,2,Tathawade,990,4747,2.0,47.0,2023.0,2.0
4264,3,Kalyani Nagar,2300,15217,3.0,350.0,2007.0,-14.0
4266,5,Kalyani Nagar,1950,15897,5.0,310.0,2021.0,0.0
4267,4,Kalyani Nagar,3147,9532,4.0,300.0,2015.0,-6.0
4268,3,Kalyani Nagar,1900,15789,4.0,300.0,2019.0,-2.0
4269,3,Kalyani Nagar,1750,15714,3.0,275.0,2007.0,-14.0
4270,6,Kalyani Nagar,3000,8333,6.0,250.0,2002.0,-19.0
4273,3,Kalyani Nagar,2250,10000,3.0,225.0,2018.0,-3.0
4274,3,Kalyani Nagar,1800,12222,3.0,220.00000000000003,2019.0,-2.0
4275,2,Hinjewadi,732,5464,1.0,40.0,2017.0,-4.0
4276,2,Dhanori,637,7622,,48.55,2024.0,3.0
4277,1,Dhanori,437,7871,1.0,34.39,2024.0,3.0
4278,3,Dhanori,728,7864,,57.25,2024.0,3.0
4279,2,Dhanori,631,7631,,48.15,2024.0,3.0
4280,3,Dhanori,766,7842,,60.07,2024.0,3.0
4281,4,Kalyani Nagar,4105,19001,6.0,780.0,2018.0,-3.0
4282,4,Kalyani Nagar,6972,8605,4.0,600.0,2007.0,-14.0
4283,3,Kalyani Nagar,3152,18401,3.0,580.0,2018.0,-3.0
4284,4,Kalyani Nagar,2850,16666,4.0,475.0,2007.0,-14.0
4285,4,Kalyani Nagar,2850,16140,4.0,459.99999999999994,2007.0,-14.0
4286,4,Kalyani Nagar,2900,15517,4.0,450.0,2007.0,-14.0
4287,4,Kalyani Nagar,2850,15438,4.0,440.00000000000006,2007.0,-14.0
4288,4,Kalyani Nagar,2850,14736,4.0,420.0,2007.0,-14.0
4289,4,Kalyani Nagar,3200,12812,5.0,409.99999999999994,2013.0,-8.0
4290,4,Kalyani Nagar,2881,12148,4.0,350.0,2017.0,-4.0
4293,1,Hinjewadi,600,5166,1.0,31.0,2023.0,2.0
4294,3,Shivaji Nagar,1500,13333,3.0,200.0,2015.0,-6.0
4295,1,Charholi Budruk,650,4615,1.0,30.0,2017.0,-4.0
4297,2,Keshav Nagar,904,4203,2.0,38.0,2020.0,-1.0
4298,2,Keshav Nagar,783,3831,1.0,30.0,2021.0,0.0
4299,3,Wakad,1550,6774,3.0,105.0,2013.0,-8.0
4300,4,Kharadi,4095,7936,5.0,325.0,2018.0,-3.0
4301,4,Kharadi,4835,4756,5.0,229.99999999999997,2014.0,-7.0
4303,5,Kharadi,3000,9333,6.0,280.0,2025.0,4.0
4304,5,Kharadi,4435,5636,4.0,250.0,2014.0,-7.0
4305,4,Kharadi,2400,10833,4.0,260.0,2015.0,-6.0
4306,4,Kharadi,3435,9024,6.0,310.0,2018.0,-3.0
4308,4,Kharadi,2900,9137,4.0,265.0,2015.0,-6.0
4309,4,Kharadi,2740,7299,4.0,200.0,2014.0,-7.0
4310,3,Kharadi,2900,6724,4.0,195.0,2014.0,-7.0
4311,3,Kharadi,2015,7940,3.0,160.0,2018.0,-3.0
4312,3,Kharadi,2700,6481,5.0,175.0,2014.0,-7.0
4313,3,Kharadi,2273,6995,3.0,159.0,2018.0,-3.0
4314,3,Kharadi,2345,7036,5.0,165.0,2014.0,-7.0
4316,4,Kharadi,2595,6396,4.0,166.0,2018.0,-3.0
4317,3,Kharadi,2340,6196,3.0,145.0,2014.0,-7.0
4318,3,Kharadi,2050,7170,3.0,147.0,2018.0,-3.0
4320,2,Tathawade,843,6524,2.0,55.0,2026.0,5.0
4321,3,Kalyani Nagar,1503,9647,3.0,145.0,2015.0,-6.0
4322,1,Tathawade,611,6219,1.0,38.0,2026.0,5.0
4323,3,Baner,2000,7500,3.0,150.0,2018.0,-3.0
4324,3,Kalyani Nagar,1600,8437,3.0,135.0,2015.0,-6.0
4325,2,Tathawade,999,6313,2.0,63.07,2022.0,1.0
4326,3,Kalyani Nagar,1730,7630,3.0,132.0,2015.0,-6.0
4327,2,Kalyani Nagar,1450,8965,2.0,130.0,2010.0,-11.0
4328,3,Kalyani Nagar,1600,8000,3.0,128.0,2015.0,-6.0
4329,3,Koregaon Park,1130,7079,3.0,80.0,2010.0,-11.0
4333,3,Koregaon Park,2182,9853,3.0,215.0,2012.0,-9.0
4335,4,Koregaon Park,4440,11981,4.0,532.0,2004.0,-17.0
4336,5,Koregaon Park,3500,12857,5.0,450.0,2021.0,0.0
4338,4,Koregaon Park,3887,10547,4.0,409.99999999999994,2005.0,-16.0
4339,4,Koregaon Park,3887,10367,6.0,403.0,2005.0,-16.0
4340,4,Koregaon Park,3887,10367,4.0,403.0,2005.0,-16.0
4341,3,Koregaon Park,1500,9000,2.0,135.0,2021.0,0.0
4342,3,Wakad,1094,5388,3.0,58.95,2010.0,-11.0
4343,2,Koregaon Park,1262,10776,2.0,136.0,2010.0,-11.0
4344,2,Koregaon Park,1160,9913,2.0,114.99999999999999,2021.0,0.0
4346,2,Wakad,928,5385,2.0,49.98,2010.0,-11.0
4347,1,Tathawade,680,4411,1.0,30.0,2023.0,2.0
4348,3,Dhanori,1261,5971,3.0,75.29,2025.0,4.0
4350,2,Wakad,972,4754,2.0,46.21,2020.0,-1.0
4351,2,Dhanori,1083,6002,2.0,65.0,2025.0,4.0
4352,2,Viman Nagar,1128,7978,2.0,90.0,2008.0,-13.0
4353,2,Viman Nagar,1130,8495,2.0,96.0,2014.0,-7.0
4356,2,Viman Nagar,900,9111,2.0,82.0,2014.0,-7.0
4357,2,Viman Nagar,910,9450,2.0,86.0,2008.0,-13.0
4358,2,Viman Nagar,800,8500,2.0,68.0,2005.0,-16.0
4359,2,Viman Nagar,1138,7732,2.0,88.0,2014.0,-7.0
4360,2,Sus,1099,7188,2.0,79.0,2022.0,1.0
4363,1,Pashan,975,7076,2.0,69.0,2022.0,1.0
4364,2,Wakad,1016,6102,2.0,62.0,2027.0,6.0
4365,2,Wakad,1003,6281,2.0,63.0,2022.0,1.0
4366,3,Chakan,1288,3726,3.0,48.0,2015.0,-6.0
4367,4,Kharadi,4355,5625,4.0,245.00000000000003,2014.0,-7.0
4368,3,Kharadi,2345,6950,3.0,163.0,2014.0,-7.0
4369,2,Viman Nagar,1450,9724,2.0,140.0,2012.0,-9.0
4370,3,Kharadi,2700,6481,3.0,175.0,2014.0,-7.0
4371,3,Viman Nagar,1550,7032,3.0,108.0,2014.0,-7.0
4372,3,Kharadi,1880,7446,3.0,140.0,2013.0,-8.0
4373,3,Viman Nagar,1675,8656,3.0,144.0,2017.0,-4.0
4374,4,Kharadi,3500,5142,4.0,180.0,2013.0,-8.0
4375,3,Viman Nagar,1595,7021,3.0,111.00000000000001,2017.0,-4.0
4376,2,Kharadi,1315,8365,2.0,110.00000000000001,2014.0,-7.0
4377,3,Viman Nagar,1720,7034,3.0,120.0,2014.0,-7.0
4379,3,Kharadi,2345,6396,3.0,150.0,2014.0,-7.0
4380,1,Hinjewadi,640,5859,1.0,37.5,2024.0,3.0
4381,3,Kharadi,1600,5312,3.0,85.0,2017.0,-4.0
4384,3,Kharadi,1534,8148,3.0,125.0,2022.0,1.0
4385,2,Dhanori,850,4705,2.0,40.0,2020.0,-1.0
4387,3,Kharadi,1469,8168,3.0,120.0,2022.0,1.0
4388,2,Kharadi,1100,7136,2.0,78.5,2017.0,-4.0
4389,2,Mahalunge,936,6454,2.0,60.41,2022.0,1.0
4390,2,Kharadi,1071,8216,2.0,88.0,2022.0,1.0
4391,2,Wagholi,800,5562,2.0,44.5,2020.0,-1.0
4392,3,Hinjewadi,846,9275,3.0,78.46,2020.0,-1.0
4393,3,Hinjewadi,1205,7748,3.0,93.36,2020.0,-1.0
4394,3,Thergaon,1499,6337,3.0,95.0,2025.0,4.0
4395,2,Kharadi,1100,7181,2.0,79.0,2017.0,-4.0
4396,2,Hinjewadi,674,9267,2.0,62.45,2020.0,-1.0
4397,2,Hinjewadi,672,9288,2.0,62.41,2020.0,-1.0
4398,2,Hinjewadi,653,9339,2.0,60.98,2020.0,-1.0
4399,2,Hinjewadi,623,9775,2.0,60.89,2020.0,-1.0
4400,2,Hinjewadi,607,10131,2.0,61.49,2020.0,-1.0
4403,3,Kharadi,1611,6517,3.0,105.0,2020.0,-1.0
4404,2,Dhanori,1040,5288,2.0,55.0,2020.0,-1.0
4406,2,Mahalunge,857,6709,2.0,57.5,2025.0,4.0
4407,2,Wagholi,900,5555,2.0,50.0,2023.0,2.0
4408,2,Moshi,980,4795,2.0,47.0,2022.0,1.0
4409,2,Thergaon,994,6841,2.0,68.0,2025.0,4.0
4410,3,Hadapsar,1101,8996,3.0,115.99999999999999,2022.0,1.0
4411,3,Hadapsar,1010,9811,3.0,115.99999999999999,2022.0,1.0
4412,2,Hadapsar,678,10347,2.0,82.53,2022.0,1.0
4415,1,Dhanori,645,5426,1.0,35.0,2020.0,-1.0
4416,2,Mahalunge,904,6526,2.0,59.0,2025.0,4.0
4417,3,Mundhwa,842,9775,3.0,94.98,2020.0,-1.0
4418,2,Mundhwa,684,9716,2.0,78.03,2020.0,-1.0
4419,1,Keshav Nagar,512,3515,2.0,18.0,2020.0,-1.0
4420,4,Tathawade,1379,12518,,172.0,2020.0,-1.0
4421,3,Tathawade,1029,11661,,120.0,2020.0,-1.0
4422,2,Tathawade,600,12833,,77.0,2020.0,-1.0
4423,2,Tathawade,677,12703,,86.0,2020.0,-1.0
4424,3,Tathawade,1014,11661,,118.0,2020.0,-1.0
4425,2,Purna Nagar Chikhali CDC,1180,5254,2.0,62.0,2011.0,-10.0
4426,3,Koregaon Park,1560,11089,3.0,173.0,2009.0,-12.0
4427,2,Koregaon Park,1255,9163,2.0,114.99999999999999,2009.0,-12.0
4428,2,Koregaon Park,960,13020,2.0,125.0,2009.0,-12.0
4429,2,Koregaon Park,1238,11308,2.0,140.0,2009.0,-12.0
4430,2,Koregaon Park,1235,9959,2.0,123.0,2009.0,-12.0
4433,2,Koregaon Park,1238,10500,2.0,130.0,2009.0,-12.0
4434,3,Koregaon Park,1500,11333,3.0,170.0,2009.0,-12.0
4435,1,Koregaon Park,650,9538,1.0,62.0,2009.0,-12.0
4436,1,Koregaon Park,550,13636,1.0,75.0,2009.0,-12.0
4437,2,Koregaon Park,800,11250,2.0,90.0,2009.0,-12.0
4438,2,Koregaon Park,945,10476,2.0,99.0,2009.0,-12.0
4439,2,Koregaon Park,1080,8888,2.0,96.0,2009.0,-12.0
4440,2,Koregaon Park,1030,9708,2.0,100.0,2010.0,-11.0
4441,4,Pimpri Chinchwad,1837,3701,4.0,68.0,2023.0,2.0
4442,3,Koregaon Park,2000,13800,3.0,276.0,2009.0,-12.0
4445,4,Koregaon Park,2950,10169,4.0,300.0,2009.0,-12.0
4446,3,Koregaon Park,1900,14473,3.0,275.0,2009.0,-12.0
4447,3,Koregaon Park,1800,13888,3.0,250.0,2009.0,-12.0
4448,3,Koregaon Park,1550,12903,3.0,200.0,2009.0,-12.0
4449,3,Koregaon Park,1500,12000,3.0,180.0,2009.0,-12.0
4450,2,Koregaon Park,1238,10904,2.0,135.0,2009.0,-12.0
4451,3,Koregaon Park,1350,12370,3.0,167.0,2009.0,-12.0
4452,2,Hadapsar,1150,10869,2.0,125.0,2016.0,-5.0
4453,2,Manjari,970,7216,2.0,70.0,2016.0,-5.0
4454,2,Hadapsar,940,8297,2.0,78.0,2016.0,-5.0
4455,2,Manjari,980,5918,2.0,58.0,2016.0,-5.0
4456,4,Koregaon Park,3343,14956,4.0,500.0,2009.0,-12.0
4457,4,Koregaon Park,3887,10367,4.0,403.0,2009.0,-12.0
4458,1,Gahunje,600,4166,1.0,25.0,2021.0,0.0
4459,3,Koregaon Park,2700,13888,3.0,375.0,2009.0,-12.0
4460,2,Koregaon Park,1750,13428,2.0,235.0,2009.0,-12.0
4461,4,Koregaon Park,2650,10943,4.0,290.0,2009.0,-12.0
4462,3,Koregaon Park,1868,12366,3.0,231.0,2017.0,-4.0
4463,2,Sangamvadi,1300,16153,2.0,210.0,2009.0,-12.0
4464,4,Sangamvadi,4200,14285,4.0,600.0,2009.0,-12.0
4465,4,Sangamvadi,4000,13750,4.0,550.0,2009.0,-12.0
4466,4,Sangamvadi,4590,15250,4.0,700.0,2014.0,-7.0
4467,4,Koregaon Park,4902,14279,4.0,700.0,2018.0,-3.0
4468,5,Koregaon Park,5500,11090,5.0,610.0,2009.0,-12.0
4469,4,Koregaon Park,3800,16868,4.0,641.0,2018.0,-3.0
4470,4,Koregaon Park,4930,14503,4.0,715.0,2014.0,-7.0
4471,3,Koregaon Park,2774,14780,3.0,409.99999999999994,2009.0,-12.0
4472,4,Koregaon Park,2600,14038,4.0,365.0,2009.0,-12.0
4475,5,Sangamvadi,5500,15618,5.0,859.0,2014.0,-7.0
4476,5,Sangamvadi,4595,18498,5.0,850.0,2014.0,-7.0
4477,4,Sangamvadi,4787,20493,4.0,981.0,2015.0,-6.0
4478,2,Hadapsar,759,4874,2.0,37.0,2016.0,-5.0
4479,2,Hadapsar,734,4359,2.0,32.0,2016.0,-5.0
4480,4,Viman Nagar,2100,9761,4.0,204.99999999999997,2009.0,-12.0
4481,4,Viman Nagar,3300,6969,4.0,229.99999999999997,2014.0,-7.0
4482,3,Viman Nagar,1690,12721,3.0,215.0,2014.0,-7.0
4483,2,Kharadi,992,6955,2.0,69.0,2022.0,1.0
4484,2,Kharadi,800,6125,2.0,49.0,2026.0,5.0
4485,2,Kharadi,803,7347,2.0,59.0,2026.0,5.0
4486,4,Kalyani Nagar,2200,7727,4.0,170.0,2010.0,-11.0
4487,3,Kalyani Nagar,1550,10903,3.0,169.0,2005.0,-16.0
4488,3,Kalyani Nagar,1750,9600,3.0,168.0,2010.0,-11.0
4490,3,Kalyani Nagar,1710,9356,3.0,160.0,2015.0,-6.0
4491,3,Kalyani Nagar,1725,8985,3.0,155.0,2015.0,-6.0
4492,3,Ravet,1315,5855,3.0,77.0,2022.0,1.0
4493,3,Kalyani Nagar,1503,9980,3.0,150.0,2005.0,-16.0
4494,2,Agalambe,570,3859,2.0,22.0,2020.0,-1.0
4495,2,Hinjewadi,887,5524,2.0,49.0,2021.0,0.0
4496,2,Dhanori,990,4903,2.0,48.54,2023.0,2.0
4498,3,Kharadi,1420,9436,3.0,134.0,2022.0,1.0
4499,2,Kharadi,950,8000,2.0,76.0,2022.0,1.0
4500,1,Mahalunge,670,6268,2.0,42.0,2024.0,3.0
4501,2,Manjari,980,6520,2.0,63.9,2024.0,3.0
4502,3,Baner,1320,7196,3.0,95.0,2025.0,4.0
4503,1,Manjari,600,6166,1.0,37.0,2024.0,3.0
4504,2,Hinjewadi,1030,6699,1.0,69.0,2022.0,1.0
4505,1,Tathawade,662,6042,2.0,40.0,2021.0,0.0
4506,2,Mahalunge,980,5816,2.0,57.0,2024.0,3.0
4507,2,Baner,810,6790,2.0,55.0,2025.0,4.0
4508,2,Kharadi,820,8048,2.0,66.0,2022.0,1.0
4509,2,Charholi Budruk,1000,5200,2.0,52.0,2024.0,3.0
4510,2,Kharadi,1070,7663,2.0,82.0,2022.0,1.0
4511,1,Manjari,600,6150,1.0,36.9,2024.0,3.0
4512,2,Hinjewadi,920,7282,2.0,67.0,2024.0,3.0
4513,3,Hinjewadi,1340,7164,3.0,96.0,2024.0,3.0
4514,2,Kharadi,910,7582,2.0,69.0,2025.0,4.0
4515,2,Tathawade,910,6153,2.0,56.0,2024.0,3.0
4517,3,Kharadi,1400,6928,3.0,97.0,2025.0,4.0
4519,2,Kharadi,870,5919,2.0,51.5,2022.0,1.0
4521,1,Viman Nagar,625,9600,1.0,60.0,2015.0,-6.0
4522,2,Kalyani Nagar,1086,7366,2.0,80.0,2013.0,-8.0
4523,1,Viman Nagar,650,9230,1.0,60.0,2008.0,-13.0
4524,2,Kalyani Nagar,1100,7818,2.0,86.0,2014.0,-7.0
4525,4,Kalyani Nagar,6972,8605,5.0,600.0,2012.0,-9.0
4526,2,Wadgaon Sheri,1000,7500,2.0,75.0,2014.0,-7.0
4527,4,Kalyani Nagar,3500,12857,4.0,450.0,2007.0,-14.0
4529,4,Kharadi,3500,11428,4.0,400.0,2013.0,-8.0
4530,5,Kharadi,4355,7462,5.0,325.0,2014.0,-7.0
4531,4,Kharadi,4355,7301,4.0,318.0,2014.0,-7.0
4532,4,Kalyani Nagar,2952,14227,4.0,420.0,2007.0,-14.0
4533,1,Sangamvadi,576,8506,1.0,49.0,2022.0,1.0
4534,1,Sangamvadi,526,9315,2.0,49.0,2022.0,1.0
4535,2,Lohegaon,866,6812,2.0,59.0,2022.0,1.0
4536,2,Mundhwa,1040,8076,2.0,84.0,2024.0,3.0
4537,2,Talegaon Dabhade,2000,1700,4.0,34.0,2020.0,-1.0
4538,3,Thergaon,1055,9478,3.0,100.0,2023.0,2.0
4539,1,kesnand,589,3200,1.0,18.85,2020.0,-1.0
4540,3,Pimple Saudagar,1300,7692,2.0,100.0,2014.0,-7.0
4541,2,Wakad,1080,6944,2.0,75.0,2017.0,-4.0
4543,2,Dhanori,800,4812,2.0,38.5,2014.0,-7.0
4544,2,Kalyani Nagar,1200,6416,2.0,77.0,2014.0,-7.0
4545,2,Kharadi,1140,6842,2.0,78.0,2014.0,-7.0
4546,2,Kalyani Nagar,917,8178,2.0,75.0,2011.0,-10.0
4547,2,Kharadi,830,7228,2.0,60.0,2014.0,-7.0
4548,2,Kharadi,1164,6185,2.0,72.0,2018.0,-3.0
4549,1,Kalyani Nagar,750,8866,1.0,66.5,2009.0,-12.0
4551,2,Kharadi,980,6734,2.0,66.0,2014.0,-7.0
4553,5,Tingre Nagar,4216,12808,5.0,540.0,2016.0,-5.0
4554,4,Tingre Nagar,4300,10697,4.0,459.99999999999994,2016.0,-5.0
4555,2,Kalyani Nagar,1000,8500,2.0,85.0,2012.0,-9.0
4557,3,Kalyani Nagar,2080,6730,4.0,140.0,2007.0,-14.0
4559,3,Kalyani Nagar,1806,11074,3.0,200.0,2013.0,-8.0
4560,2,Kalyani Nagar,1160,8189,2.0,95.0,2014.0,-7.0
4561,1,Viman Nagar,810,8395,2.0,68.0,2017.0,-4.0
4562,2,Wadgaon Sheri,1100,8090,2.0,89.0,2014.0,-7.0
4565,1,Viman Nagar,680,9558,1.0,65.0,2010.0,-11.0
4566,2,Kharadi,1105,7692,2.0,85.0,2017.0,-4.0
4567,2,Viman Nagar,1270,6062,2.0,77.0,2005.0,-16.0
4568,2,Viman Nagar,1300,5923,2.0,77.0,2008.0,-13.0
4569,2,Viman Nagar,900,8555,2.0,77.0,2012.0,-9.0
4570,1,Viman Nagar,872,8600,1.0,75.0,2011.0,-10.0
4572,2,Viman Nagar,1050,7142,2.0,75.0,2013.0,-8.0
4573,2,Wagholi,1021,5194,2.0,53.04,2022.0,1.0
4574,2,Wagholi,1014,5190,2.0,52.63,2022.0,1.0
4576,2,Kiwale,913,5038,2.0,46.0,2016.0,-5.0
4577,2,Giridhar Nagar,1241,9669,2.0,120.0,2015.0,-6.0
4579,2,Wagholi,963,5204,2.0,50.12,2022.0,1.0
4580,2,Kharadi,1200,6333,2.0,76.0,2014.0,-7.0
4581,2,Kalyani Nagar,1073,8294,2.0,89.0,2014.0,-7.0
4582,2,Kalyani Nagar,1260,6904,2.0,87.0,2004.0,-17.0
4583,2,Kalyani Nagar,1000,8500,2.0,85.0,2014.0,-7.0
4584,2,Kalyani Nagar,1100,7545,2.0,83.0,2013.0,-8.0
4585,2,Kalyani Nagar,1050,7809,2.0,82.0,2009.0,-12.0
4586,2,Kalyani Nagar,1050,7619,2.0,80.0,2009.0,-12.0
4587,2,Dhanori,703,6071,,42.68,2020.0,-1.0
4588,2,Dhanori,837,6078,,50.87,2020.0,-1.0
4589,1,Dhanori,374,6075,,22.72,2020.0,-1.0
4590,2,Dhanori,838,6071,,50.88,2020.0,-1.0
4591,2,Dhanori,609,6070,,36.97,2020.0,-1.0
4592,1,Wagholi,329,10269,,33.78,2019.0,-2.0
4593,2,Dhanori,733,6077,,44.55,2020.0,-1.0
4594,2,Wagholi,459,9793,,44.95,2019.0,-2.0
4595,1,Wagholi,297,10269,,30.5,2019.0,-2.0
4596,1,Wagholi,326,10269,,33.47,2019.0,-2.0
4597,2,Dhanori,702,6072,,42.62,2020.0,-1.0
4598,2,Wagholi,395,9793,,38.68,2019.0,-2.0
4599,2,Dhanori,736,6070,,44.68,2020.0,-1.0
4600,3,Kharadi,2120,7641,3.0,162.0,2014.0,-7.0
4602,3,Kharadi,1765,7365,3.0,130.0,2014.0,-7.0
4603,4,Kharadi,2878,5733,4.0,165.0,2013.0,-8.0
4604,2,Tathawade,1000,4860,2.0,48.6,2016.0,-5.0
4605,3,Wakad,1196,5729,2.0,68.52,2019.0,-2.0
4606,2,Wakad,958,5543,2.0,53.11,2019.0,-2.0
4608,2,Ravet,1100,5454,2.0,60.0,2023.0,2.0
4609,3,Kharadi,2360,6144,3.0,145.0,2014.0,-7.0
4610,3,Wakad,1167,5599,2.0,65.35,2020.0,-1.0
4614,3,Wakad,1167,5312,2.0,62.0,2020.0,-1.0
4615,2,Kharadi,1650,6969,2.0,114.99999999999999,2014.0,-7.0
4616,3,Kharadi,2120,6273,3.0,133.0,2014.0,-7.0
4617,3,Kharadi,2550,5294,3.0,135.0,2014.0,-7.0
4618,3,Viman Nagar,1376,9811,3.0,135.0,2017.0,-4.0
4619,3,Kharadi,1500,7333,2.0,110.00000000000001,2014.0,-7.0
4620,2,Dhanori,730,6075,,44.35,2020.0,-1.0
4621,2,Wagholi,451,9793,,44.17,2019.0,-2.0
4622,1,Dhanori,415,6071,,25.19,2020.0,-1.0
4623,2,Mundhwa,569,11724,,66.71,2020.0,-1.0
4624,2,Wagholi,418,9793,,40.93,2019.0,-2.0
4625,2,Dhanori,702,6074,,42.64,2020.0,-1.0
4626,2,Wagholi,452,9793,,44.26,2019.0,-2.0
4627,1,Wagholi,319,10269,,32.75,2019.0,-2.0
4628,2,Dhanori,703,6076,,42.72,2020.0,-1.0
4629,2,Wagholi,480,9793,,47.01,2019.0,-2.0
4630,1,Dhanori,410,6076,,24.91,2020.0,-1.0
4631,2,Wagholi,416,9793,,40.74,2019.0,-2.0
4632,2,Dhanori,802,6073,,48.7,2020.0,-1.0
4633,1,Wagholi,315,10269,,32.34,2019.0,-2.0
4634,2,Wagholi,509,9793,,49.85,2019.0,-2.0
4635,2,Dhanori,801,6075,,48.66,2020.0,-1.0
4636,2,Wagholi,476,9793,,46.61,2019.0,-2.0
4637,2,Dhanori,709,6077,,43.09,2020.0,-1.0
4638,1,Wagholi,312,10269,,32.04,2019.0,-2.0
4640,3,Kalyani Nagar,1275,9411,2.0,120.0,2021.0,0.0
4642,2,Wadgaon Sheri,1019,8439,2.0,86.0,2014.0,-7.0
4643,3,Viman Nagar,2400,7291,3.0,175.0,2014.0,-7.0
4644,2,Kalyani Nagar,1080,10185,2.0,110.00000000000001,2019.0,-2.0
4645,3,Viman Nagar,1690,11538,4.0,195.0,2009.0,-12.0
4646,3,Viman Nagar,2500,7200,4.0,180.0,2014.0,-7.0
4647,2,Kalyani Nagar,1100,8636,2.0,95.0,2019.0,-2.0
4648,3,Viman Nagar,1520,9736,3.0,148.0,2009.0,-12.0
4649,3,Viman Nagar,1620,8333,3.0,135.0,1899.0,-122.0
4650,2,Kalyani Nagar,950,10000,2.0,95.0,2019.0,-2.0
4651,3,Viman Nagar,1570,6751,3.0,106.0,2007.0,-14.0
4652,2,Viman Nagar,1265,9802,2.0,124.0,2011.0,-10.0
4653,2,Kalyani Nagar,1086,6906,2.0,75.0,2014.0,-7.0
4654,2,Viman Nagar,1800,7333,2.0,132.0,2014.0,-7.0
4655,2,Kalyani Nagar,1207,6959,2.0,84.0,2014.0,-7.0
4657,3,Viman Nagar,1690,12426,4.0,210.0,2009.0,-12.0
4658,3,Viman Nagar,1690,12426,4.0,210.0,2012.0,-9.0
4659,2,Wadgaon Sheri,1200,7500,2.0,90.0,2014.0,-7.0
4660,2,Baner,1053,8072,,85.0,2020.0,-1.0
4662,2,Baner,1082,7994,,86.5,2020.0,-1.0
4663,2,Wagholi,474,9793,,46.42,2019.0,-2.0
4664,2,Dhanori,712,6071,,43.22,2020.0,-1.0
4666,1,Wagholi,307,10269,,31.52,2019.0,-2.0
4667,2,Baner,1137,7915,,90.0,2020.0,-1.0
4668,2,Kharadi,635,12329,,78.29,2022.0,1.0
4669,2,Dhanori,580,6077,,35.25,2020.0,-1.0
4670,2,Undri,512,7151,,36.61,2020.0,-1.0
